id,booking_status_pred,Cancellation_prob
42302,0,0.18539073
42303,0,0.22179347
42304,0,0.12982656
42305,0,0.22792241
42306,0,0.25705412
42307,0,0.049942277
42308,0,0.17036474
42309,0,0.30930045
42310,0,0.31272998
42311,1,0.69455713
42312,0,0.09407833
42313,1,0.83239156
42314,1,0.5949951
42315,0,0.16882733
42316,1,0.7950419
42317,0,0.2983198
42318,0,0.42403573
42319,0,0.0296559
42320,0,0.3692637
42321,0,0.40938655
42322,1,0.8960964
42323,0,0.020300066
42324,1,0.6354168
42325,0,0.044850886
42326,1,0.59453726
42327,0,0.03606726
42328,0,0.124608226
42329,0,0.13966036
42330,1,0.77109617
42331,0,0.37108195
42332,0,0.26808938
42333,1,0.68563026
42334,0,0.019572482
42335,1,0.7716323
42336,0,0.062992685
42337,1,0.6967748
42338,0,0.30484277
42339,0,0.0050543817
42340,0,0.08967081
42341,1,0.69613373
42342,1,0.89368325
42343,0,0.4079747
42344,0,0.3182364
42345,0,0.030026464
42346,1,0.94932693
42347,1,0.8363653
42348,1,0.83437496
42349,0,0.0660772
42350,0,0.18442766
42351,0,0.057752915
42352,1,0.66428167
42353,1,0.84710264
42354,0,0.053626038
42355,0,0.18617626
42356,0,0.45535868
42357,0,0.00014342034
42358,1,0.85491437
42359,0,0.051782284
42360,1,0.69407415
42361,0,0.111138426
42362,1,0.78392875
42363,0,0.13835597
42364,0,0.29323503
42365,0,0.23411787
42366,0,0.18662626
42367,1,0.8138894
42368,1,0.5649172
42369,1,0.8373084
42370,0,0.36317813
42371,0,0.065459095
42372,0,0.37982756
42373,1,0.9099926
42374,1,0.69853157
42375,0,0.46924195
42376,0,0.044395845
42377,1,0.9234574
42378,1,0.51200974
42379,0,0.14503781
42380,0,0.034049682
42381,0,0.47100437
42382,1,0.62123096
42383,1,0.9276953
42384,0,0.15932584
42385,0,0.0049664425
42386,1,0.703099
42387,1,0.6133989
42388,0,0.04263265
42389,0,0.013638355
42390,1,0.84838295
42391,0,0.056678474
42392,0,0.043411974
42393,0,0.12415102
42394,0,0.32834154
42395,1,0.5291498
42396,0,0.18877685
42397,1,0.94775903
42398,0,0.059236597
42399,1,0.8051259
42400,0,0.42940503
42401,0,0.195429
42402,1,0.76533747
42403,1,0.5917772
42404,0,0.24516864
42405,0,0.30879572
42406,0,0.39478004
42407,0,0.11035598
42408,0,0.14248325
42409,0,0.32691002
42410,1,0.7592317
42411,0,4.67761e-12
42412,1,0.9126885
42413,1,0.695872
42414,1,0.69413084
42415,0,0.24244815
42416,1,0.7943746
42417,0,0.19811802
42418,0,0.35178554
42419,0,0.3392231
42420,0,0.1584166
42421,0,0.08564858
42422,0,0.49197486
42423,1,0.50779086
42424,1,0.8579554
42425,0,0.47485575
42426,0,0.25770634
42427,0,0.04925803
42428,0,0.20349784
42429,1,0.9472899
42430,0,0.38159233
42431,1,0.80503577
42432,1,0.9045842
42433,0,0.14009963
42434,0,5.4018114e-06
42435,0,0.06720685
42436,0,0.40571687
42437,0,0.26227355
42438,0,0.23865305
42439,1,0.9545812
42440,0,0.23850745
42441,1,0.9206546
42442,0,0.10010292
42443,0,0.13221589
42444,0,0.04976125
42445,0,0.044440445
42446,1,0.82156044
42447,0,0.11279226
42448,0,0.07279643
42449,0,0.24915527
42450,0,0.16029193
42451,0,0.18082245
42452,0,0.014167904
42453,0,0.1704299
42454,0,0.16340888
42455,0,0.41205198
42456,0,0.35617435
42457,0,0.06631951
42458,0,0.27690294
42459,0,0.44960558
42460,1,0.7864379
42461,0,0.07809758
42462,1,0.5649637
42463,0,0.19314088
42464,1,0.7888584
42465,0,0.13516271
42466,1,0.828305
42467,0,0.4775091
42468,0,0.3018699
42469,0,0.11924679
42470,0,0.18198128
42471,0,0.44290146
42472,0,0.38495657
42473,0,0.0702895
42474,0,0.37132648
42475,0,0.095555484
42476,0,0.0010599783
42477,0,0.4156721
42478,1,0.81709725
42479,1,0.82541746
42480,0,0.004028106
42481,0,0.14613442
42482,0,0.06695541
42483,0,0.48745903
42484,0,0.25769445
42485,0,0.052696332
42486,1,0.827935
42487,0,0.45169526
42488,0,0.0002719523
42489,0,0.17063712
42490,0,0.07809571
42491,1,0.66013235
42492,0,0.38366354
42493,0,0.16307485
42494,0,0.22569595
42495,0,0.30001983
42496,0,0.31776133
42497,0,0.007738826
42498,0,0.1027577
42499,0,0.056542717
42500,0,0.11006092
42501,0,0.3951939
42502,0,0.48398128
42503,1,0.853631
42504,0,0.04294027
42505,0,5.9736633e-09
42506,0,0.37021115
42507,0,0.00392255
42508,0,0.17289335
42509,0,0.17217171
42510,1,0.6434637
42511,0,0.4930071
42512,0,0.1346498
42513,0,0.010136209
42514,0,0.023796368
42515,0,0.4847812
42516,1,0.50619036
42517,1,0.67940944
42518,1,0.81587553
42519,0,0.41636202
42520,1,0.5586519
42521,0,0.01967837
42522,0,0.26856333
42523,0,0.29752123
42524,0,0.4120986
42525,1,0.7987219
42526,1,0.87001765
42527,0,0.3290797
42528,1,0.50911796
42529,0,0.21166955
42530,1,0.61337733
42531,1,0.8757227
42532,0,0.15716484
42533,0,0.43988723
42534,0,0.085282266
42535,1,0.91268843
42536,0,0.20110533
42537,0,0.092749245
42538,1,0.5090192
42539,0,0.16694087
42540,0,0.1870484
42541,0,0.19237135
42542,0,0.28283066
42543,0,0.42505753
42544,0,0.021440262
42545,1,0.86214566
42546,0,0.03639095
42547,0,0.3811308
42548,0,0.45618802
42549,0,0.22241545
42550,0,0.46768513
42551,1,0.9285929
42552,1,0.73167676
42553,0,0.0057336483
42554,0,0.18306915
42555,0,0.29928863
42556,0,0.13984498
42557,0,0.47291413
42558,0,0.22777657
42559,0,0.03574166
42560,0,0.23962408
42561,1,0.66979027
42562,1,0.7726466
42563,1,0.59428
42564,0,0.46232548
42565,1,0.7678403
42566,1,0.9647773
42567,0,0.19928674
42568,0,0.07919551
42569,0,0.15148115
42570,0,0.3118725
42571,0,2.5691054e-06
42572,0,0.4174875
42573,0,0.19385943
42574,1,0.54275066
42575,1,0.7827761
42576,0,0.1134129
42577,0,0.16566685
42578,0,0.0055002365
42579,0,0.036667664
42580,0,2.338243e-22
42581,1,0.9192486
42582,0,0.06230104
42583,0,0.04336851
42584,0,0.039423067
42585,0,0.128554
42586,0,0.00682318
42587,1,0.8582618
42588,0,0.37982756
42589,1,0.57613033
42590,1,0.9067296
42591,0,0.151711
42592,0,0.15875246
42593,0,0.47580957
42594,0,0.027571408
42595,0,0.32863384
42596,0,0.41383016
42597,0,0.10469879
42598,0,0.2890836
42599,0,0.2706646
42600,0,0.0005313534
42601,1,0.5647309
42602,1,0.75721794
42603,0,0.1766039
42604,1,0.7965399
42605,1,0.5294289
42606,1,0.77237517
42607,0,0.333763
42608,0,0.23922916
42609,0,1.1075028e-05
42610,1,0.6223789
42611,1,0.582686
42612,0,0.038264673
42613,0,0.06778166
42614,0,0.0063598123
42615,0,0.20323998
42616,1,0.8425384
42617,0,0.24521464
42618,1,0.5752758
42619,0,0.1572115
42620,1,0.6367845
42621,1,0.698396
42622,0,0.42131448
42623,1,0.80474347
42624,0,0.02920901
42625,0,0.21239631
42626,1,0.8325173
42627,1,0.54825896
42628,1,0.80157685
42629,1,0.70279354
42630,1,0.8834333
42631,0,0.3348621
42632,0,0.006839773
42633,0,0.05596152
42634,0,0.25210258
42635,0,0.08925705
42636,0,0.42319828
42637,0,0.37827453
42638,0,0.02691065
42639,1,0.6068458
42640,0,0.062621705
42641,0,0.06537662
42642,0,0.34618357
42643,0,0.19739838
42644,0,0.14592369
42645,1,0.62505674
42646,1,0.7291739
42647,0,0.04760882
42648,0,0.06432985
42649,0,0.16050956
42650,1,0.63480616
42651,0,0.17029893
42652,0,0.18817095
42653,0,0.19914182
42654,0,0.13880396
42655,0,0.16173854
42656,0,0.4409944
42657,1,0.7854457
42658,0,0.088816434
42659,0,0.41844264
42660,0,0.46608332
42661,0,0.20080024
42662,1,0.8924012
42663,0,0.029699752
42664,0,0.0768494
42665,0,0.32072765
42666,1,0.76113874
42667,0,0.02982453
42668,0,0.045592934
42669,1,0.8339986
42670,1,0.78972954
42671,0,0.18247671
42672,1,0.92148775
42673,0,0.1777766
42674,0,0.0010430247
42675,0,0.2542331
42676,0,0.19845979
42677,0,0.46353048
42678,0,0.1536868
42679,0,0.15497734
42680,0,0.41839388
42681,0,0.04748325
42682,1,0.80343443
42683,1,0.9085195
42684,0,0.022079833
42685,0,0.16628781
42686,0,0.26753688
42687,0,0.058622587
42688,1,0.55515575
42689,1,0.946818
42690,0,0.19728608
42691,0,0.011564454
42692,0,0.06782757
42693,1,0.75107443
42694,0,0.09672952
42695,0,0.325908
42696,1,0.6063653
42697,0,0.37187243
42698,0,0.17886518
42699,0,0.4651198
42700,0,0.26895523
42701,0,0.0043135574
42702,0,0.07506699
42703,0,0.2972153
42704,0,0.18225378
42705,0,0.021436147
42706,0,0.078341246
42707,0,0.01289259
42708,0,0.061460037
42709,0,0.001042833
42710,0,0.32192978
42711,0,0.2718406
42712,1,0.645757
42713,0,0.0110097425
42714,0,0.16143803
42715,0,0.061655495
42716,1,0.5328149
42717,0,0.022732224
42718,0,0.035703603
42719,0,0.055015393
42720,1,0.7766343
42721,1,0.7503185
42722,0,0.21013778
42723,0,0.36413884
42724,0,0.4266462
42725,0,0.002236281
42726,0,0.10091825
42727,1,0.84079736
42728,0,0.096563034
42729,1,0.91057724
42730,0,0.44556183
42731,0,0.025843503
42732,1,0.8634249
42733,1,0.65231574
42734,0,0.19356453
42735,0,0.17513187
42736,1,0.87684983
42737,0,0.4040484
42738,0,0.026043832
42739,0,0.20450965
42740,0,0.1951836
42741,1,0.8895424
42742,0,0.006006732
42743,1,0.6213109
42744,1,0.82922167
42745,1,0.8219655
42746,0,0.082594566
42747,1,0.5805085
42748,1,0.91042113
42749,0,0.4840956
42750,1,0.5796876
42751,0,0.038082104
42752,0,0.06335623
42753,0,0.40031078
42754,0,0.37078765
42755,1,0.78400147
42756,0,0.15090802
42757,0,0.048989747
42758,1,0.703884
42759,1,0.5245696
42760,0,0.46811384
42761,0,0.022054633
42762,1,0.9190647
42763,0,0.29441088
42764,1,0.86041963
42765,0,0.32687882
42766,0,0.027534172
42767,0,0.0031219253
42768,1,0.5451757
42769,0,0.2540994
42770,0,0.11287656
42771,1,0.8987994
42772,0,0.1357607
42773,1,0.6119861
42774,0,0.053913184
42775,0,0.008498424
42776,0,0.044981275
42777,0,0.22791019
42778,0,0.43233716
42779,0,0.23082201
42780,0,0.023989014
42781,0,0.47827727
42782,0,0.09723705
42783,0,0.41570288
42784,1,0.7474792
42785,0,0.40016645
42786,0,1.1049163e-15
42787,1,0.5680395
42788,0,0.373343
42789,1,0.9090206
42790,0,0.17697683
42791,0,0.068757005
42792,0,0.24364139
42793,0,0.078860216
42794,0,0.22315884
42795,1,0.77654916
42796,1,0.8753588
42797,0,0.05542514
42798,1,0.7849387
42799,0,0.039484564
42800,1,0.7723225
42801,1,0.78151566
42802,0,0.071222916
42803,0,0.11140292
42804,0,0.06367389
42805,0,0.019713018
42806,1,0.6270272
42807,0,0.24383095
42808,0,3.416538e-05
42809,0,0.16649209
42810,1,0.8208022
42811,1,0.8042039
42812,0,0.27843198
42813,1,0.72230947
42814,1,0.50178504
42815,0,0.0485528
42816,0,0.02822988
42817,1,0.5833095
42818,0,0.18609314
42819,0,0.07612984
42820,1,0.6389644
42821,0,0.013034904
42822,1,0.68391865
42823,1,0.835507
42824,0,0.15995763
42825,0,0.0044929357
42826,1,0.9039043
42827,0,0.40428507
42828,1,0.60737133
42829,0,0.4209599
42830,1,0.8728476
42831,1,0.91272783
42832,0,0.13409784
42833,1,0.6638687
42834,0,0.11240916
42835,1,0.8603929
42836,0,0.3819449
42837,1,0.8407637
42838,0,0.017847994
42839,1,0.6967205
42840,0,0.028345617
42841,0,1.967244e-05
42842,0,0.20803705
42843,1,0.74057406
42844,0,0.27519566
42845,0,0.042718105
42846,1,0.8242179
42847,0,0.115983255
42848,0,0.025222512
42849,0,0.049065854
42850,0,0.15841752
42851,0,0.49126077
42852,1,0.5552191
42853,1,0.7958843
42854,0,0.06880152
42855,0,0.017839028
42856,0,0.1365205
42857,1,0.85273683
42858,0,0.07093332
42859,0,0.030014247
42860,0,0.3370415
42861,0,0.06512991
42862,0,0.0028757765
42863,0,0.0035968295
42864,1,0.9148216
42865,1,0.7085304
42866,0,0.19102615
42867,0,0.25418854
42868,1,0.858187
42869,0,0.02503838
42870,0,0.0837234
42871,1,0.8405762
42872,0,0.24995337
42873,0,0.16041939
42874,0,0.33376116
42875,1,0.7007819
42876,1,0.6261527
42877,0,0.28128463
42878,0,0.4509792
42879,0,0.3924116
42880,0,0.03365172
42881,0,0.004026492
42882,1,0.85491717
42883,1,0.7034376
42884,0,0.06836081
42885,1,0.897253
42886,1,0.82804173
42887,0,0.20848641
42888,0,0.2946882
42889,1,0.86111933
42890,1,0.81910205
42891,0,0.21187206
42892,0,0.17302449
42893,0,0.11499347
42894,0,0.013835678
42895,0,0.4771971
42896,0,0.04288925
42897,0,0.45923167
42898,1,0.84069884
42899,0,0.116651736
42900,0,0.16600125
42901,1,0.79325145
42902,0,0.25473157
42903,1,0.5169446
42904,1,0.53227603
42905,0,0.06385198
42906,0,0.1616819
42907,1,0.5803017
42908,1,0.7519702
42909,0,0.16817759
42910,0,0.017647447
42911,1,0.9146135
42912,0,0.27689987
42913,0,0.19256678
42914,0,0.2927696
42915,0,0.48157403
42916,0,0.001153608
42917,0,0.040812436
42918,0,0.44979352
42919,0,0.41279057
42920,0,0.4491276
42921,1,0.8181516
42922,1,0.71788734
42923,1,0.9380525
42924,1,0.7881545
42925,1,0.5225047
42926,0,0.023198783
42927,0,0.088896185
42928,0,0.37068507
42929,0,0.043407615
42930,1,0.6503306
42931,0,0.38550666
42932,1,0.8974602
42933,0,0.073069744
42934,1,0.95844555
42935,0,0.17992783
42936,1,0.84103686
42937,1,0.79339373
42938,1,0.9483069
42939,0,0.19432351
42940,1,0.68409127
42941,1,0.5035624
42942,0,0.124336936
42943,1,0.84233683
42944,0,0.19847928
42945,1,0.5117032
42946,0,0.31495997
42947,0,0.094333276
42948,0,0.49117106
42949,0,0.0266538
42950,1,0.8030797
42951,0,0.09169468
42952,0,0.21821119
42953,1,0.82142025
42954,0,0.4749261
42955,1,0.90985924
42956,0,0.30931962
42957,1,0.5316439
42958,0,0.3652614
42959,0,0.19949168
42960,0,0.084569745
42961,1,0.63165873
42962,1,0.94066966
42963,0,0.1183317
42964,0,0.04023787
42965,0,0.0033685747
42966,1,0.8947053
42967,1,0.7943518
42968,0,0.005170075
42969,0,0.15402976
42970,0,0.1532932
42971,0,0.2578432
42972,1,0.7742168
42973,1,0.7343203
42974,0,0.06365332
42975,0,0.20708114
42976,0,0.31018725
42977,0,0.10644734
42978,1,0.5810916
42979,0,0.115171514
42980,1,0.5189708
42981,0,0.22554137
42982,0,0.19338028
42983,0,0.22703427
42984,1,0.52306557
42985,1,0.5748505
42986,0,0.41216525
42987,1,0.9160278
42988,0,0.066701375
42989,0,0.17863715
42990,1,0.8063548
42991,0,0.083075985
42992,0,0.059038904
42993,0,0.08188316
42994,1,0.60128
42995,1,0.58370614
42996,0,0.17959096
42997,1,0.5175586
42998,1,0.8711373
42999,1,0.84268445
43000,0,0.32833543
43001,0,0.17700404
43002,0,0.33699834
43003,1,0.76370966
43004,1,0.7847621
43005,0,0.31541368
43006,1,0.81674606
43007,0,0.36316288
43008,0,0.40223157
43009,0,0.15669988
43010,1,0.65318334
43011,0,0.1530977
43012,0,0.46296299
43013,0,0.26259178
43014,1,0.6587407
43015,0,0.19332579
43016,1,0.5149788
43017,0,0.3036245
43018,0,0.014645401
43019,0,0.25061342
43020,1,0.82004696
43021,0,0.21023236
43022,0,0.4051444
43023,1,0.72041094
43024,0,0.057524562
43025,0,0.47611624
43026,1,0.72116303
43027,0,0.078460075
43028,0,0.31414837
43029,0,0.46497905
43030,0,0.17677549
43031,0,0.019790778
43032,0,0.019221615
43033,1,0.8296741
43034,0,0.24011052
43035,0,0.3774633
43036,0,0.055272344
43037,0,0.02774907
43038,0,0.46120188
43039,0,0.20829524
43040,0,0.09067797
43041,0,0.13331649
43042,0,4.8083007e-21
43043,1,0.8201648
43044,0,0.052186996
43045,0,0.13029002
43046,1,0.83584464
43047,0,0.18967548
43048,0,0.16931337
43049,0,0.21562566
43050,1,0.6389465
43051,0,0.11148321
43052,0,0.02367458
43053,1,0.68530357
43054,0,0.16399133
43055,0,0.18426928
43056,0,0.22628774
43057,0,0.11350347
43058,1,0.9080623
43059,1,0.85694134
43060,0,0.007776632
43061,0,0.07493376
43062,0,0.24621436
43063,1,0.5976373
43064,1,0.88436526
43065,0,0.4712971
43066,0,0.19888568
43067,0,0.21827242
43068,1,0.71654606
43069,0,0.03247742
43070,0,0.17239271
43071,0,2.8662036e-05
43072,0,0.0034383377
43073,0,0.23071668
43074,1,0.73823166
43075,0,0.1643918
43076,0,0.01232574
43077,0,0.36834145
43078,0,0.29258025
43079,1,0.5466251
43080,0,0.16466562
43081,0,0.058145184
43082,0,0.15952592
43083,0,0.12500422
43084,0,0.0072605265
43085,0,5.0379786e-05
43086,0,0.059663173
43087,1,0.53988326
43088,0,0.41878733
43089,1,0.8908922
43090,1,0.5318
43091,1,0.8364768
43092,0,0.013391967
43093,1,0.9459659
43094,0,0.40093574
43095,0,0.0069792313
43096,1,0.7030546
43097,0,0.14831153
43098,1,0.5415121
43099,1,0.79591227
43100,0,0.44413537
43101,0,0.2643778
43102,1,0.6510593
43103,0,0.04367238
43104,0,0.040621743
43105,0,0.35025692
43106,1,0.5098207
43107,1,0.5552833
43108,0,0.068247125
43109,0,0.22138102
43110,1,0.7085352
43111,0,0.43014547
43112,1,0.78371334
43113,0,0.19925885
43114,1,0.66709805
43115,0,0.2965275
43116,1,0.54787934
43117,0,0.15151781
43118,0,0.06747811
43119,1,0.72865415
43120,1,0.83197016
43121,0,0.10336621
43122,1,0.6648683
43123,1,0.57483786
43124,1,0.7930702
43125,1,0.69596785
43126,0,0.43573225
43127,1,0.64398676
43128,1,0.92309517
43129,1,0.67838836
43130,0,0.26963916
43131,1,0.51441723
43132,0,0.2707832
43133,1,0.8306514
43134,1,0.5701561
43135,1,0.5270432
43136,0,0.3122876
43137,0,0.39992446
43138,0,0.034464687
43139,0,0.19939066
43140,0,0.1718075
43141,0,0.0967595
43142,1,0.9227383
43143,0,0.3224212
43144,1,0.76468396
43145,1,0.8987155
43146,0,0.056303676
43147,0,0.27401447
43148,1,0.8280593
43149,0,0.027967216
43150,1,0.8168748
43151,0,0.120069616
43152,0,0.029444784
43153,0,0.17791866
43154,0,0.0894924
43155,0,0.112685435
43156,0,0.04853296
43157,0,0.05087104
43158,1,0.73167676
43159,0,0.1955322
43160,1,0.88899416
43161,0,0.09218906
43162,0,0.354304
43163,0,0.04447344
43164,0,0.029521443
43165,1,0.6517022
43166,0,0.016462823
43167,0,0.002115022
43168,0,0.0023714788
43169,1,0.51641864
43170,0,0.108605884
43171,1,0.91585594
43172,1,0.9269469
43173,0,0.20973532
43174,1,0.90341246
43175,1,0.91593355
43176,0,0.20046954
43177,0,0.05542443
43178,0,0.023717316
43179,1,0.5056874
43180,1,0.842022
43181,0,0.16242748
43182,1,0.86503834
43183,0,0.0012776161
43184,0,0.35779294
43185,1,0.8955651
43186,0,3.83923e-08
43187,1,0.5892137
43188,0,0.42124793
43189,0,0.06933958
43190,0,0.2934745
43191,0,0.32364613
43192,1,0.5572007
43193,0,0.38125616
43194,0,0.3689718
43195,0,0.15163662
43196,1,0.69560236
43197,0,0.23464416
43198,1,0.8601348
43199,0,0.0076574055
43200,0,0.32466328
43201,1,0.7489775
43202,0,0.04241549
43203,0,0.061819904
43204,0,0.36152667
43205,0,0.07431842
43206,1,0.7716817
43207,0,0.0009094515
43208,1,0.95184094
43209,0,0.15304247
43210,0,0.2820746
43211,1,0.6450928
43212,1,0.51663196
43213,0,0.31142268
43214,0,0.051183283
43215,0,0.18775034
43216,0,0.48971367
43217,0,0.044284545
43218,1,0.64370334
43219,0,0.00040232588
43220,0,0.443714
43221,0,0.47934812
43222,0,0.2033009
43223,0,0.010313423
43224,0,0.089240715
43225,0,0.15204746
43226,1,0.71484625
43227,1,0.6467121
43228,0,0.121013716
43229,0,0.1454091
43230,0,5.608435e-06
43231,1,0.809231
43232,0,0.46121874
43233,0,0.112373546
43234,0,0.04815812
43235,0,0.0029810257
43236,0,0.0042615538
43237,0,0.19921121
43238,0,0.12638445
43239,0,0.09032652
43240,0,0.073158346
43241,0,0.33862022
43242,0,0.15291592
43243,1,0.5643012
43244,1,0.8301501
43245,1,0.50005895
43246,0,0.005604974
43247,0,0.19564845
43248,1,0.6781492
43249,1,0.829983
43250,1,0.85378635
43251,1,0.5287396
43252,1,0.9385904
43253,0,0.033415172
43254,1,0.8529773
43255,1,0.8186298
43256,1,0.8364158
43257,0,0.057941433
43258,1,0.9053004
43259,0,0.004637699
43260,1,0.91650856
43261,1,0.50259244
43262,0,0.1257608
43263,0,0.3830114
43264,0,0.46020338
43265,1,0.674817
43266,1,0.59549093
43267,0,0.1377852
43268,0,0.0499259
43269,0,0.00027424333
43270,1,0.76398295
43271,0,0.16952555
43272,0,0.40558445
43273,1,0.88496155
43274,0,0.03251643
43275,0,0.29741603
43276,0,0.27491194
43277,0,0.4901295
43278,1,0.91256285
43279,1,0.78027314
43280,0,0.14277475
43281,0,0.055219878
43282,0,0.3421862
43283,1,0.74479675
43284,0,0.056864876
43285,0,0.20290425
43286,0,0.48321325
43287,0,0.41762307
43288,0,0.3672937
43289,1,0.8229284
43290,0,0.0074828505
43291,0,0.101676896
43292,0,0.11428579
43293,1,0.8503648
43294,0,0.43791547
43295,0,0.27753863
43296,1,0.8147665
43297,0,0.4277073
43298,0,0.09004067
43299,0,0.18672203
43300,0,0.04758569
43301,0,0.19750357
43302,0,0.36500466
43303,0,0.431683
43304,0,0.25501558
43305,0,0.16596673
43306,1,0.67080826
43307,0,0.06983225
43308,1,0.5170356
43309,1,0.8930344
43310,0,0.38822407
43311,0,0.21426235
43312,0,0.023907816
43313,1,0.84526795
43314,0,0.432774
43315,1,0.92068774
43316,0,0.44397312
43317,0,0.17960711
43318,0,0.33539876
43319,0,0.18076767
43320,1,0.763754
43321,1,0.77222997
43322,0,0.28944767
43323,1,0.9052934
43324,0,0.42228383
43325,0,0.25315055
43326,0,0.018233288
43327,1,0.74193954
43328,0,0.43616986
43329,0,0.37097034
43330,0,0.15936157
43331,0,0.039512277
43332,1,0.9469187
43333,0,0.20283644
43334,0,0.4333471
43335,0,0.016492816
43336,0,0.004638036
43337,1,0.77162987
43338,0,0.47643572
43339,0,0.092989266
43340,0,0.042618044
43341,1,0.9090604
43342,1,0.6894248
43343,1,0.7143591
43344,0,0.13266388
43345,0,0.27446073
43346,1,0.78569806
43347,0,0.49937406
43348,1,0.92947507
43349,0,0.110043414
43350,0,0.10924008
43351,1,0.8176883
43352,1,0.67115945
43353,1,0.8233343
43354,1,0.82456785
43355,1,0.52045363
43356,0,1.4160768e-06
43357,1,0.83668983
43358,0,0.0043053175
43359,0,0.16912372
43360,0,0.24383198
43361,0,0.049041614
43362,0,0.14125673
43363,0,0.08981329
